PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE
P06446,Adyar,929,18-08-2009,76,1,1,3,AdjLand,Yes,22-08-1994,Others,NoSeWa,Paved,RH,341295,75843,9480425
P06517,Anna Nagar,1843,2/8/2009,158,2,1,5,AdjLand,No,6/8/1994,House,ELO,No Access,RL,318884,147177,12264750
P06871,Anna Nagar,1918,2/5/2009,187,2,1,5,Partial,Yes,11/5/1974,Commercial,AllPub,Gravel,RL,809377,218751,21875050
P07432,KK Nagar,1507,10/11/2008,54,2,1,4,Normal Sale,Yes,15-11-1989,Commercial,AllPub,Paved,RH,636313,243694,13538580
P03326,KK Nagar,1499,13-04-2011,89,2,1,4,Family,No,14-04-2005,House,AllPub,Gravel,RH,372805,186403,8876320
P01979,KK Nagar,1526,4/1/2012,64,2,1,4,Normal Sale,Yes,9/1/1990,Commercial,AllPub,Paved,RH,518512,327481,13645040
P07185,Anna Nagar,1855,26-01-2009,82,2,1,5,AbNormal,Yes,29-01-1999,Commercial,NoSewr ,Paved,RH,839848,188966,20996200
P03108,Karapakkam,1627,25-05-2011,39,2,2,4,Normal Sale,Yes,1/6/1981,Others,ELO,Paved,RH,308418,99782,9071125
P05849,Velachery,1846,11/12/2009,28,3,2,5,AbNormal,No,21-12-1970,House,AllPub,Gravel,RM,378554,129790,10815830
P04250,KK Nagar,2019,6/10/2010,65,3,2,5,AbNormal,Yes,10/10/1994,Others,NoSewr ,Paved,RM,601718,230445,12802500
P03292,Karapakkam,1578,18-04-2011,153,2,2,4,Normal Sale,Yes,21-04-1998,Others,AllPub,Gravel,I,295508,238313,9532500
P08027,Velachery,1780,16-05-2008,115,2,1,4,Family,Yes,23-05-1983,Commercial,NoSeWa,No Access,C,453788,173507,13346700
P03347,Karapakkam,662,10/4/2011,148,1,1,2,Partial,No,19-04-1973,Commercial,NoSeWa,No Access,C,143765,65348,4356500
P05714,Chrompet,1005,6/1/2010,17,1,1,3,Family,No,13-01-1984,Commercial,NoSewr ,Gravel,RL,355456,183857,12257100
P04299,Karapakkam,839,27-09-2010,102,1,1,2,Partial,No,2/10/1990,House,NoSeWa,Paved,C,192724,49206,4100500
P07890,Anna Nagar,1698,2/7/2008,76,1,1,4,Partial,No,11/7/1974,House,AllPub,No Access,RM,403460,80692,11527430
P08044,Adyar,878,12/5/2008,16,1,1,3,Partial,Yes,17-05-1989,House,NoSewr ,Paved,A,225847,6453,6452785
P07866,Chrompet,835,9/7/2008,77,1,1,3,Partial,Yes,19-07-1971,House,ELO,Paved,RM,227738,33739,8434750
P03262,Chrompet,911,24-04-2011,84,1,1,3,Partial,Yes,2/5/1978,Others,ELO,No Access,RH,245118,37139,7427820
P09528,Velachery,1796,24-10-2006,176,2,1,4,AdjLand,Yes,5/11/1956,House,ELO,No Access,RH,318687,118370,9105350
P06089,Karapakkam,1004,25-10-2009,182,1,1,3,AdjLand,No,1/11/1981,Others,ELO,No Access,C,193582,75544,4721500
P05826,Anna Nagar,1694,16-12-2009,86,1,1,4,Normal Sale,No,23-12-1982,Others,NoSeWa,Paved,RL,377250,213775,12575010
P02984,Karapakkam,1244,18-06-2011,50,1,1,3,AbNormal,Yes,25-06-1980,Others,AllPub,Gravel,I,246535,143150,7952750
P05451,Karapakkam,588,21-02-2010,163,1,1,2,Partial,No,27-02-1986,Others,AllPub,Paved,RL,228220,57055,5705500
P03403,KK Nagar,2342,2/4/2011,69,4,2,6,AdjLand,Yes,3/4/2004,House,NoSewr ,Paved,RL,567545,180582,12898740
P08753,Velachery,1835,1/9/2007,88,3,2,5,Normal Sale,No,8/9/1978,Others,AllPub,Paved,RL,418181,182284,10722580
P08480,Anna Nagar,1977,17-12-2007,84,2,1,5,Partial,Yes,27-12-1964,House,AllPub,Gravel,RL,423089,211544,14102960
P03822,KK Nagar,1961,6/1/2011,104,3,2,5,AbNormal,Yes,10/1/1996,Commercial,NoSeWa,Gravel,RM,792581,387484,17612900
P09994,Velachery,1517,24-04-2004,82,2,1,4,Normal Sale,Yes,27-04-1992,House,NoSewr ,No Access,A,257288,85763,7146890
P06686,KK Nagar,2409,26-06-2009,103,4,2,6,Partial,Yes,2/7/1984,Others,NoSeWa,Gravel,RL,606442,242577,13476480
P09839,Velachery,1864,16-03-2005,187,3,2,5,Partial,No,22-03-1982,Commercial,ELO,Gravel,RH,528520,181207,15100560
P07907,Velachery,1643,27-06-2008,52,2,1,4,Family,Yes,5/7/1977,Commercial,AllPub,Paved,RM,577164,249584,15599020
P01575,Adyar,1015,15-03-2012,76,1,1,3,Family,Yes,17-03-2004,Commercial,NoSewr ,No Access,C,370412,112246,11224620
P05854,Anna Nagar,1700,10/12/2009,135,1,1,4,Normal Sale,Yes,18-12-1977,Others,NoSewr ,No Access,RH,424219,174679,12477040
P05279,Karapakkam,624,25-03-2010,34,1,1,2,Family,No,2/4/1979,Commercial,ELO,No Access,C,202228,92321,4396250
P08056,Chrompet,980,8/5/2008,84,1,1,3,Normal Sale,No,13-05-1991,Commercial,NoSewr ,Paved,RL,380824,130908,11900750
P05180,Karapakkam,1003,14-04-2010,196,1,1,3,AbNormal,Yes,19-04-1990,Commercial,NoSeWa,Gravel,RH,373330,161440,10090000
P06772,Adyar,1072,29-05-2009,66,1,1,3,Family,Yes,31-05-2003,House,NoSeWa,No Access,A,264308,33038,6607690
P05622,Karapakkam,808,23-01-2010,119,1,1,2,AdjLand,No,1/2/1975,House,NoSeWa,Gravel,C,161577,90293,4752250
P03766,Chrompet,1027,14-01-2011,131,1,1,3,Normal Sale,No,19-01-1990,House,ELO,Paved,RH,215799,44648,7441350
P05493,Karapakkam,696,14-02-2010,84,1,1,2,Normal Sale,No,17-02-1999,House,NoSeWa,Gravel,RL,212561,77295,6441250
P05498,Velachery,1716,13-02-2010,86,2,1,4,Family,Yes,15-02-2002,House,ELO,Paved,RL,414394,155398,10359860
P03329,Velachery,1878,12/4/2011,18,3,2,5,Family,No,13-04-2005,Commercial,AllPub,Paved,C,573149,257917,14328720
P02091,KK Nagar,1699,12/12/2011,98,2,1,4,Normal Sale,Yes,16-12-1995,Others,NoSeWa,Gravel,RL,457764,125885,11444100
P01651,KK Nagar,1626,3/3/2012,188,2,1,4,AbNormal,No,9/3/1988,House,AllPub,Paved,RM,348490,135524,9680280
P07585,KK Nagar,1730,27-09-2008,200,2,1,4,Normal Sale,No,2/10/1990,Commercial,NoSewr ,Gravel,RL,589574,235830,14739360
P09195,Chrompet,996,3/3/2007,78,1,1,3,Family,No,8/3/1985,Others,ELO,Gravel,RL,295007,151974,8939620
P00166,Chrmpet,1277,29-10-2014,111,2,1,4,AdjLand,Yes,2/11/1998,Commercial,AllPub,No Access,RM,518443,47131,15710400
P00927,Chrompet,906,29-04-2013,64,1,1,3,Normal Sale,No,7/5/1981,Commercial,NoSeWa,Paved,RH,327251,30680,10226600
P01999,Anna Nagar,1976,31-12-2011,112,2,1,5,Partial,No,10/1/1972,House,NoSeWa,Paved,RL,369002,110700,12300050
P04891,Velachery,1776,9/6/2010,120,2,1,4,Normal Sale,Yes,14-06-1989,House,NoSeWa,Paved,RH,319653,89903,9989170
P03800,Karapakkam,1402,8/1/2011,112,2,2,4,Normal Sale,No,15-01-1981,House,NoSeWa,Gravel,I,257761,111464,6966500
P07958,Chrompet,1160,11/6/2008,138,1,1,3,AdjLand,Yes,19-06-1978,Others,AllPub,No Access,RH,255525,104103,9463900
P09676,Velachery,1957,17-03-2006,134,3,2,5,Normal Sale,Yes,23-03-1981,Commercial,ELO,No Access,I,547180,243191,15199450
P01737,T Nagar,1887,17-02-2012,48,2,1,5,AdjLand,No,22-02-1992,Commercial,NoSewr ,No Access,RL,573985,348491,20499450
P07362,Velachery,1859,8/12/2008,142,3,2,5,Normal Sale,Yes,20-12-1960,House,ELO,Paved,RH,297756,138953,9925210
P09402,Chrompet,747,21-12-2006,168,1,1,2,Family,Yes,22-12-2001,Commercial,AllPub,No Access,RM,336707,157130,11223550
P06908,Adyar,985,21-04-2009,159,1,1,3,Partial,Yes,23-04-2002,House,NoSeWa,Paved,C,265662,44277,7379505
P01178,Chrompet,1024,11/11/2012,77,1,1,3,Normal Sale,Yes,15-11-1996,Commercial,AllPub,No Access,RH,302285,108823,12091400
P05817,Velachery,1600,17-12-2009,148,2,1,4,Family,Yes,23-12-1984,Others,ELO,Paved,RL,315906,94772,10530200
P00699,Chrompet,1276,10/10/2013,141,2,1,4,Normal Sale,No,19-10-1977,Others,NoSeWa,Paved,RL,316936,163270,9604120
P04841,Chrompet,1159,20-06-2010,90,1,1,3,Family,Yes,29-06-1974,House,ELO,Gravel,RH,253758,108754,9062800
P01647,Karapakkam,1024,3/3/2012,142,1,1,3,AbNormal,Yes,16-03-1962,House,NoSeWa,No Access,C,166198,94970,4748500
P04590,Adyar,1249,4/8/2010,93,2,2,4,AdjLand,No,9/8/1991,Commercial,NoSewr ,Paved,A,417195,176992,12642285
P03908,Chrompet,839,17-12-2010,175,1,1,3,Normal Sale,Yes,21-12-1994,Others,AllPub,Gravel,RH,255008,72859,9107430
P08794,Chrompet,1286,16-08-2007,105,2,1,4,AbNormal,No,24-08-1973,House,AllPub,No Access,RM,292906,118993,9153300
P02451,KK Nagar,2467,2/10/2011,69,4,2,6,AdjLand,No,6/10/1995,House,AllPub,Gravel,RL,581942,139160,12650920
P04850,Karapakkam,653,18-06-2010,121,1,1,2,AdjLand,No,22-06-1995,Commercial,ELO,No Access,RM,297775,160340,7635250
P05660,Karapakkam,606,16-01-2010,4,1,1,2,Family,Yes,20-01-1993,Others,NoSeWa,Gravel,RM,353430,117810,7854000
P09187,T Nagar,1837,5/3/2007,81,2,1,5,AdjLand,Yes,12/3/1978,House,ELO,No Access,RL,488298,105578,13197230
P02390,Velachery,1880,14-10-2011,95,3,2,5,Family,Yes,25-10-1965,Commercial,NoSeWa,No Access,C,437429,109357,13669670
P03404,KK Nagar,2189,2/4/2011,1,3,2,5,AdjLand,Yes,7/4/1988,Commercial,AllPub,Gravel,RH,547496,456247,18249860
P09067,Velachery,1853,22-04-2007,123,3,2,5,AdjLand,Yes,4/5/1958,Commercial,NoSewr ,Paved,C,588293,279439,14707330
P00330,Chrompet,1057,30-06-2014,200,1,1,3,Normal Sale,No,4/7/1997,Others,AllPub,Paved,RL,228621,27435,9144840
P09285,Adyar,723,31-01-2007,49,1,1,2,Family,No,7/2/1979,Commercial,ELO,Gravel,RM,329098,142609,10969920
P05669,T Nagar,1812,15-01-2010,100,2,1,5,Family,No,26-01-1966,Others,ELO,No Access,RL,440951,232724,12248640
P07880,T Nagar,1788,6/7/2008,145,1,1,4,AdjLand,Yes,11/7/1991,Others,ELO,No Access,RL,426755,156477,14225180
P09906,Velachery,1615,3/11/2004,31,2,1,4,AbNormal,No,8/11/1985,House,ELO,Paved,I,288694,128308,8019280
P00487,Anna Nagar,1755,10/3/2014,85,1,1,4,AdjLand,No,21-03-1971,House,NoSewr ,No Access,RL,308078,182565,11410310
P08117,Adyar,1296,21-04-2008,25,2,2,4,Family,No,26-04-1988,House,AllPub,No Access,RM,338320,49753,9950600
P04991,KK Nagar,1554,22-05-2010,18,2,1,4,AbNormal,Yes,23-05-2004,House,NoSeWa,Paved,RL,479055,229547,9980320
P00214,Anna Nagar,1737,15-09-2014,71,1,1,4,AdjLand,Yes,17-09-2005,House,AllPub,Gravel,RL,385905,214392,14292780
P06313,Karapakkam,785,15-09-2009,116,1,1,2,Family,Yes,18-09-1997,Others,AllPub,No Access,I,207104,86293,5752875
P03528,Karapakkam,1678,8/3/2011,70,2,2,4,Partial,Yes,16-03-1976,Commercial,NoSeWa,Gravel,C,475330,202015,11883250
P03457,KK Nagar,2360,23-03-2011,171,4,2,6,Normal Sale,Yes,25-03-2002,Commercial,NoSewr ,Paved,RM,693566,495405,19816180
P04638,KK Nagar,1464,27-07-2010,2,2,1,4,Family,Yes,3/8/1982,Others,NoSewr ,Paved,RH,394575,131525,9394640
P03587,KK Nagar,1632,22-02-2011,156,2,1,4,Partial,Yes,27-02-1992,Others,AllPub,Gravel,RH,514815,262661,10506420
P09583,Velachery,1755,6/9/2006,103,2,1,4,AbNormal,Yes,12/9/1980,Others,ELO,No Access,C,332987,61340,8762820
P06391,Velachery,1556,29-08-2009,105,2,1,4,Partial,No,3/9/1989,Others,NoSeWa,Paved,RL,289791,130873,9348100
P02470,Adyar,1170,29-09-2011,120,1,1,3,AdjLand,No,8/10/1975,House,NoSeWa,Gravel,RH,337985,18269,9134740
P09557,Adyar,901,12/10/2006,106,1,1,3,Partial,No,21-10-1969,Others,AllPub,Gravel,I,267514,84076,7643255
P06262,Karapakkam,1160,26-09-2009,184,1,1,3,Partial,Yes,1/10/1990,Commercial,NoSeWa,Gravel,A,426540,222156,8886250
P05477,Karapakkam,1570,17-02-2010,170,2,2,4,Family,Yes,19-02-2002,House,NoSewr ,No Access,A,243466,128140,6407000
P02309,Karapakkam,1476,26-10-2011,167,2,2,4,AbNormal,No,3/11/1979,Commercial,NoSewr ,Paved,RL,576800,126896,11536000
P01548,Karapakkam,586,20-03-2012,190,1,1,2,Family,Yes,25-03-1993,Others,ELO,Paved,I,255984,85328,5333000
P04821,Karapakkam,1059,25-06-2010,110,1,1,3,Normal Sale,Yes,3/7/1977,House,AllPub,Paved,RL,306121,188382,7849250
P02713,T Nagar,1712,13-08-2011,1,1,1,4,AbNormal,Yes,14-08-2005,House,NoSewr ,Gravel,RL,372538,262157,13797720
P08465,Adyar,847,23-12-2007,7,1,1,3,Partial,No,2/1/1968,Others,NoSeWa,Gravel,RH,284707,14985,7492300
P02310,Karapakkam,1192,26-10-2011,152,1,1,3,Family,No,31-10-1988,House,NoSewr ,No Access,I,235059,101503,5342250
P09665,Velachery,1942,9/4/2006,126,3,2,5,Partial,Yes,15-04-1981,Commercial,AllPub,No Access,RL,583655,324253,16212650
P06287,Karapakkam,557,20-09-2009,105,1,1,2,Family,Yes,24-09-1992,Others,ELO,No Access,I,183695,94203,4710125
P06698,Velachery,1728,21-06-2009,123,2,1,4,Normal Sale,Yes,26-06-1990,Commercial,ELO,Gravel,I,461853,283071,14898480
P07369,Velachery,1798,6/12/2008,23,2,1,4,Family,Yes,14-12-1979,Commercial,AllPub,Gravel,RM,511811,204725,17060380
P02245,Karapakkam,1497,7/11/2011,24,2,2,4,Partial,Yes,15-11-1976,House,AllPub,Gravel,A,311929,76249,6931750
P06933,Chrompet,1173,15-04-2009,27,1,1,3,Normal Sale,Yes,23-04-1977,House,NoSeWa,No Access,RH,262285,24589,8196400
P01002,Anna Nagar,1640,8/3/2013,198,1,1,4,Partial,Yes,17-03-1977,Commercial,NoSewr ,No Access,RH,495731,318684,17704670
P07261,KK Nagar,1747,5/1/2009,82,2,1,4,Partial,Yes,10/1/1992,Others,NoSeWa,Paved,RL,377464,161770,10784680
P05720,Karapakkam,1342,4/1/2010,183,2,2,4,AbNormal,Yes,15-01-1967,Commercial,ELO,No Access,I,287828,211074,9594250
P08626,T Nagar,2000,17-10-2007,31,2,1,5,AdjLand,No,23-10-1980,House,NoSewr ,No Access,RM,435100,95178,13596890
P09661,Velachery,1987,16-04-2006,158,3,2,5,Family,No,19-04-1995,Others,NoSeWa,Gravel,RH,423940,167345,11156320
P06041,Karapakkam,1567,4/11/2009,2,2,2,4,Family,No,8/11/1992,Others,AllPub,Gravel,C,247228,193147,7725875
P03794,Karapakkam,1188,9/1/2011,187,1,1,3,Partial,No,17-01-1977,Commercial,AllPub,No Access,RM,373141,186571,9819500
P04018,Adyar,737,24-11-2010,12,1,1,2,Family,No,2/12/1978,House,NoSewr ,No Access,A,123814,54169,3869180
P04698,Karapakkam,785,16-07-2010,63,1,1,2,AdjLand,Yes,19-07-1997,Others,NoSeWa,Paved,C,251663,93642,5852625
P02964,KK Nagar,2078,22-06-2011,13,3,2,5,AbNormal,No,27-06-1990,House,NoSeWa,Paved,RH,475144,106665,9696820
P08876,Adyar,647,12/7/2007,45,1,1,2,Family,Yes,14-07-1997,Commercial,AllPub,No Access,RH,373407,76596,9574550
P05953,Karapakkam,1171,21-11-2009,111,1,1,3,AdjLand,Yes,25-11-1993,Others,AllPub,No Access,A,256310,134258,6102625
P07062,KK Nagar,2435,8/3/2009,124,4,2,6,Partial,Yes,13-03-1991,Commercial,NoSewr ,Gravel,RM,850347,364434,20246360
P09683,Velachery,1805,5/3/2006,29,3,2,5,AdjLand,Yes,9/3/1990,Commercial,AllPub,Paved,RL,643358,237027,16930470
P06128,Karapakkam,1145,16-10-2009,38,1,1,3,Normal Sale,No,20-10-1992,House,AllPub,Gravel,A,264492,82654,5510250
P02257,Karapakkam,971,4/11/2011,15,1,1,3,Normal Sale,No,11/11/1983,House,AllPub,Paved,RL,287342,156732,6530500
P06193,Karapakkam,1657,7/10/2009,78,2,2,4,AbNormal,Yes,17-10-1970,Others,NoSeWa,Gravel,RL,507356,223237,10147125
P08685,Velachery,1638,21-09-2007,16,2,1,4,AdjLand,Yes,22-09-2002,House,NoSewr ,No Access,RH,300883,116471,9705900
P05642,Adyar,1284,19-01-2010,141,2,2,4,Normal Sale,Yes,20-01-2005,Commercial,ELO,Paved,RL,531547,225505,16107475
P02602,Adyar,1273,4/9/2011,66,2,2,4,AbNormal,No,5/9/2005,Others,ELO,No Access,A,231002,96872,7451690
P00726,Chrompet,1185,10/9/2013,188,1,1,3,Normal Sale,Yes,15-09-1993,House,ELO,Gravel,RL,264238,111793,10163000
P06914,T Nagar,1538,20-04-2009,161,1,1,4,Family,Yes,21-04-2004,Commercial,NoSewr ,Gravel,RL,678193,368162,19376950
P07558,KK Nagar,1929,4/10/2008,84,3,2,5,Normal Sale,No,12/10/1978,Others,AllPub,Paved,RH,447655,81392,10173980
P03775,KK Nagar,1656,13-01-2011,30,2,1,4,AbNormal,Yes,17-01-1996,House,NoSewr ,Paved,RM,392764,163652,10910100
P05465,Adyar,1287,19-02-2010,9,2,2,4,Family,Yes,23-02-1995,Commercial,NoSeWa,Gravel,I,585531,135123,15013625
P03635,T Nagar,1749,10/2/2011,118,1,1,4,AbNormal,No,18-02-1979,Others,NoSeWa,No Access,RH,374829,152274,11713410
P01156,Anna Nagar,1585,25-11-2012,188,1,1,4,Family,No,30-11-1995,Commercial,AllPub,No Access,RL,469335,104297,17382790
P02905,T Nagar,1962,2/7/2011,180,2,1,5,Normal Sale,Yes,10/7/1977,Others,NoSewr ,Paved,RM,412438,222082,15862990
P06729,KK Nagar,1425,11/6/2009,106,2,1,4,Normal Sale,No,15-06-1995,House,NoSewr ,Paved,RL,303705,69418,8677280
P05579,Karapakkam,884,31-01-2010,11,1,1,2,Normal Sale,Yes,7/2/1984,Commercial,NoSewr ,Paved,I,323018,132520,8282500
P00343,Chrompet,1052,22-06-2014,159,1,1,3,Normal Sale,No,24-06-2004,Others,NoSewr ,No Access,RH,261582,103048,7926740
P00100,T Nagar,1756,12/12/2014,12,1,1,4,Partial,No,20-12-1983,House,NoSeWa,Gravel,RL,483743,133029,12093570
P02620,Karapakkam,523,1/9/2011,148,1,1,2,AbNormal,Yes,10/9/1973,House,AllPub,Gravel,RM,295600,118240,7390000
P04790,Velachery,1524,30-06-2010,33,2,1,4,Family,Yes,5/7/1988,Others,NoSewr ,Paved,RM,431078,187906,11053290
P00721,T Nagar,1949,14-09-2013,137,2,1,5,Partial,Yes,25-09-1970,Others,NoSewr ,No Access,RM,448413,216974,14464930
P03999,Chrompet,1263,27-11-2010,61,2,1,4,AdjLand,No,2/12/1988,Others,NoSeWa,Gravel,RL,276562,127644,10637010
P06556,KK Nagar,1917,25-07-2009,106,3,2,5,Family,Yes,30-07-1991,House,AllPub,Paved,RL,342425,276149,11045960
P07169,KK Nagar,1401,31-01-2009,100,2,1,4,Partial,No,5/2/1989,House,NoSeWa,Paved,RH,370510,148204,7410200
P00040,Chrompet,723,25-01-2015,8,1,1,2,Family,No,29-01-1998,Others,AllPub,Gravel,RM,242084,77813,8645860
P07638,T Nagar,1660,15-09-2008,156,1,1,4,Normal Sale,No,25-09-1971,Commercial,NoSeWa,Paved,RH,551420,249028,17787740
P01919,Chrompet,895,15-01-2012,191,1,1,3,Partial,Yes,16-01-2007,House,ELO,Gravel,RH,255443,93662,8514750
P06857,Anna Nagar,1889,5/5/2009,160,2,1,5,Partial,Yes,16-05-1964,House,ELO,Gravel,RM,387549,83046,13841050
P04167,Chrompet,1199,24-10-2010,187,1,1,3,AdjLand,No,30-10-1985,Others,NoSewr ,Paved,RH,229015,27482,9160580
P01855,Karapakkam,782,26-01-2012,95,1,1,2,AdjLand,Yes,29-01-1998,Commercial,AllPub,No Access,I,319575,132507,7794500
P01305,Anna Nagar,1571,21-08-2012,124,1,1,4,Partial,Yes,28-08-1987,Others,NoSewr ,Paved,RL,388396,64733,12946530
P03199,KK Nagar,1848,7/5/2011,178,3,2,5,Normal Sale,Yes,13-05-1987,Commercial,NoSewr ,Paved,RL,540032,381199,15883280
P04142,Chrompet,1131,28-10-2010,64,1,1,3,AdjLand,Yes,2/11/1990,Others,NoSewr ,No Access,RL,292600,121076,10089670
P01778,Karapakkam,1062,9/2/2012,15,1,1,3,AdjLand,Yes,14-02-1991,House,AllPub,No Access,A,170744,112051,5335750
P04954,KK Nagar,1983,28-05-2010,148,3,2,5,AdjLand,Yes,3/6/1986,House,AllPub,Paved,RM,485075,254664,12126880
P08796,Velachery,1572,14-08-2007,1,2,1,4,AdjLand,No,19-08-1987,House,NoSewr ,Gravel,C,285791,65324,8165450
P08827,Anna Nagar,1535,3/8/2007,149,1,1,4,Family,No,11/8/1975,Others,ELO,Gravel,RH,298603,206725,11484740
P09007,T Nagar,1818,17-05-2007,193,2,1,5,Normal Sale,Yes,25-05-1975,Commercial,NoSeWa,Gravel,RM,682767,154173,22024740
P03358,KK Nagar,1484,9/4/2011,54,2,1,4,Partial,Yes,15-04-1984,Other,NoSewr ,Gravel,RH,302902,224733,9771020
P06132,KK Nagar,2189,16-10-2009,60,3,2,5,AdjLand,No,20-10-1994,Others,NoSewr ,Gravel,RH,470803,253509,12071880
P00079,Chrompet,1203,25-12-2014,171,2,1,4,Partial,No,29-12-1997,Commercial,AllPub,No Access,RL,426543,219734,12925550
P05873,KK Nagar,1610,7/12/2009,140,2,1,4,Partial,Yes,13-12-1985,Commercial,AllPub,Gravel,RM,677049,292362,15387480
P05499,Adyar,863,13-02-2010,26,1,1,3,AbNormal,Yes,15-02-2003,House,NoSeWa,Paved,A,199110,59733,6637005
P03121,Karapakkam,985,23-05-2011,61,1,1,3,Partial,No,28-05-1991,Others,AllPub,Gravel,RL,238300,59575,7446875
P01557,Karapakkam,1623,18-03-2012,47,2,2,4,AbNormal,No,28-03-1974,Commercial,AllPub,Paved,RH,489657,291463,11658500
P04745,Adyar,1019,5/7/2010,153,1,1,3,Partial,No,12/7/1981,House,ELO,Gravel,C,213230,26654,6663435
P04769,Karapakkam,1575,2/7/2010,4,2,2,4,Family,Yes,4/7/2001,House,NoSeWa,Paved,RM,455136,227568,9894250
P08883,Chrompet,802,9/7/2007,161,1,1,3,AbNormal,No,11/7/1998,Others,NoSeWa,No Access,RM,262960,47811,7968490
P08909,T Nagar,1846,24-06-2007,190,2,1,5,Normal Sale,No,2/7/1973,Others,NoSewr ,No Access,RH,446535,173653,12403760
P03773,Chrompet,759,13-01-2011,131,1,1,2,AdjLand,No,17-01-1996,Others,AllPub,Paved,RL,252628,57045,8149280
P02174,KK Nagar,2060,24-11-2011,159,3,2,5,AbNormal,No,1/12/1981,Commercial,NoSewr ,Paved,RL,704554,352277,16012600
P01552,KK Nagar,1503,20-03-2012,183,2,1,4,Partial,Yes,25-03-1993,Others,NoSeWa,Gravel,RM,478205,244663,11121040
P05290,Velachery,1853,24-03-2010,17,3,2,5,Partial,Yes,5/4/1961,House,NoSeWa,No Access,RL,302791,75698,9462230
P01161,T Nagar,1739,21-11-2012,16,1,1,4,AdjLand,Yes,1/12/1975,Commercial,NoSeWa,Paved,RL,675760,286686,20477590
P04884,Karapakkam,766,10/6/2010,38,1,1,2,Family,Yes,22-06-1960,Commercial,NoSeWa,Paved,RM,271421,105066,8755500
P08858,Chrompet,857,23-07-2007,27,1,1,3,AbNormal,Yes,29-07-1981,Others,AllPub,No Access,RL,279562,127074,8471590
P00922,T Nagar,1887,1/5/2013,108,2,1,5,Partial,No,11/5/1974,House,ELO,Gravel,RM,325601,234433,13024030
P02543,Karapakkam,1502,13-09-2011,98,2,2,4,Normal Sale,No,14-09-2004,House,NoSewr ,No Access,RM,361471,147875,8215250
P07228,Velachery,1568,14-01-2009,109,2,1,4,Family,No,22-01-1979,Others,NoSeWa,No Access,A,235388,114513,6361850
P09140,Chrompet,918,23-03-2007,190,1,1,3,Partial,No,28-03-1985,Commercial,NoSeWa,No Access,RM,327879,32788,10929300
P07212,Adyar,1289,19-01-2009,70,2,2,4,Normal Sale,No,29-01-1969,Commercial,AllPub,Gravel,RH,512208,87807,14634500
P04493,KK Nagar,1941,21-08-2010,34,3,2,5,AdjLand,No,26-08-1990,Others,NoSeWa,Gravel,RM,550279,220112,12228420
P09681,Velachery,1730,9/3/2006,146,2,1,4,AbNormal,Yes,15-03-1983,Others,NoSeWa,No Access,RL,409282,157416,10494410
P09981,Velachery,1513,25-05-2004,128,2,1,4,Normal Sale,Yes,1/6/1977,Commercial,ELO,Gravel,A,494026,86454,12350640
P09634,Velachery,1762,20-05-2006,142,2,1,4,Family,Yes,26-05-1982,House,NoSeWa,No Access,RH,308417,63498,9071080
P01323,Anna Nagar,1970,10/8/2012,65,2,1,5,Partial,Yes,19-08-1979,House,AllPub,No Access,RH,361076,112058,12450910
P05737,Velachery,1702,1/1/2010,129,2,1,4,AbNormal,No,12/1/1965,Commercial,NoSewr ,No Access,I,476800,207836,12225650
P09872,Velachery,1726,31-12-2004,19,2,1,4,Partial,No,6/1/1983,House,NoSewr ,No Access,C,217748,122484,6804640
P00812,Chrompet,1243,7/7/2013,164,2,1,4,Family,Yes,9/7/2004,Commercial,NoSewr ,Gravel,RL,433864,108466,15495150
P09951,Velachery,1550,16-07-2004,53,2,1,4,Partial,Yes,20-07-1990,Commercial,ELO,Gravel,A,435984,236677,12456680
P05443,KK Nagar,1830,23-02-2010,123,3,2,5,AdjLand,Yes,27-02-1996,Commercial,AllPub,Gravel,RH,636179,342558,16312280
P03302,Karapakkam,1435,17-04-2011,76,2,2,4,AbNormal,Yes,25-04-1978,House,NoSeWa,Gravel,RM,341364,195065,9753250
P05464,Velachery,1729,19-02-2010,105,2,1,4,Partial,Yes,20-02-2005,Others,ELO,Paved,RH,350782,116927,10629750
P09248,T Nagar,1572,13-02-2007,113,1,1,4,AdjLand,Yes,17-02-1989,Commercial,AllPub,Gravel,RM,807919,207159,20715860
P03610,Chrompet,1145,17-02-2011,74,1,1,3,AdjLand,Yes,21-02-1995,Commercial,NoSewr ,Gravel,RH,386024,185864,14297200
P00156,Chrompet,1043,6/11/2014,143,1,1,3,AbNormal,Yes,13-11-1984,Others,ELO,No Access,RH,224570,66539,8317410
P06581,Karapakkam,1332,20-07-2009,137,1,1,3,Normal Sale,No,31-07-1965,Others,NoSewr ,Paved,RM,346983,140446,8261500
P02416,Karapakkam,608,8/10/2011,41,1,1,2,Family,Yes,11/10/1996,Commercial,ELO,No Access,I,229631,99300,6206250
P03339,Adyar,676,11/4/2011,67,1,1,2,Partial,Yes,18-04-1980,Commercial,NoSewr ,No Access,I,319218,16801,8400465
P05654,Velachery,1685,17-01-2010,175,2,1,4,AdjLand,Yes,26-01-1974,Others,NoSeWa,Gravel,RH,355338,177669,11104320
